Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
Gloria Jones,Gloria Jones,,1,1,10,0.148637,0.152446,0,0.000047,0.000047,15,0.00002,0,0,0,0.002444
David O'List,David O'List,,1,1,10,0.151766,0.155739,0,0.000064,0.000064,15,0.000017,0,0,0,0.003838
Jack Green (musician),Jack Green (musician),,1,1,10,0.151437,0.155284,0,0.000071,0.000071,15,0.00002,0,0,0,0.00422
Herbie Flowers,Herbie Flowers,,1,1,10,0.151437,0.155284,0,0.000071,0.000071,15,0.00002,0,0,0,0.00422
Bill Legend,Bill Legend,,1,1,10,0.151437,0.155284,0,0.000071,0.000071,15,0.00002,0,0,0,0.00422
Mickey Finn's T-Rex,Mickey Finn's T-Rex,,1,2,10,0.151437,0.155284,0,0.000071,0.000071,15,0.00002,0,0,0,0.00422
Bill Legend's T. Rex,Bill Legend's T. Rex,,1,1,10,0.151437,0.155284,0,0.000071,0.000071,15,0.00002,0,0,0,0.00422
Steve Currie,Steve Currie,,1,1,10,0.151437,0.155284,0,0.000071,0.000071,15,0.00002,0,0,0,0.00422
Adam Kasper,Adam Kasper,,1,1,9,0.163556,0.168038,0,0.000143,0.000143,3,0.000022,0,0,0,0.006142
Appaloosa (band),Appaloosa (band),,1,1,9,0.163556,0.168038,0,0.000143,0.000143,3,0.000022,0,0,0,0.006142
Markéta Irglová,Markéta Irglová,,1,1,10,0.14769,0.15116,0,0.000033,0.000033,3,0.00002,0,0,0,0.002266
The Frames,The Frames,,3,3,9,0.155071,0.159385,11449.610682,0.000066,0.000066,24,0.000047,0,0,0,0.005976
Tom Brosseau,Tom Brosseau,,1,1,9,0.15044,0.154179,0,0.00004,0.00004,21,0.000018,0,0,0,0.003074
Cadallaca,Cadallaca,,1,1,10,0.148021,0.151659,0,0.000037,0.000037,14,0.000021,0,0,0,0.002644
David Arkenstone,David Arkenstone,,1,1,11,0.135955,0.138513,0,0.00001,0.00001,18,0.000025,0,0,0,0.001278
Jock Bartley,Jock Bartley,,1,1,9,0.155498,0.160109,0,0.000123,0.000123,1,0.000019,0,0,0,0.004018
Moxy (band),Moxy (band),,1,1,9,0.165759,0.171115,0,0.000341,0.000341,1,0.000017,0,0,0,0.007082
All Saved Freak Band,All Saved Freak Band,,1,1,10,0.139236,0.142274,0,0.000019,0.000019,1,0.000022,0,0,0,0.001589
Frank Cook (musician),Frank Cook (musician),,1,1,10,0.139236,0.142274,0,0.000019,0.000019,1,0.000022,0,0,0,0.001589
The Outsiders (American band),The Outsiders (American band),,1,2,10,0.139015,0.141969,0,0.000018,0.000018,1,0.000025,0,0,0,0.001401
Climax (band),Climax (band),,1,1,10,0.139015,0.141969,0,0.000018,0.000018,1,0.000025,0,0,0,0.001401
3 (1980s band),3 (1980s band),,2,2,9,0.164242,0.169258,3316.523751,0.000223,0.000223,10,0.000031,0,0,0,0.007749
Gary Farr,Gary Farr,,1,1,9,0.161785,0.166689,0,0.0002,0.0002,10,0.000019,0,0,0,0.005821
Free Creek (band),Free Creek (band),,1,1,9,0.161785,0.166689,0,0.0002,0.0002,10,0.000019,0,0,0,0.005821
Former Ladies of the Supremes,Former Ladies of the Supremes,,1,1,10,0.145641,0.149594,0,0.000086,0.000086,5,0.000019,0,0,0,0.001986
Tia Fuller,Tia Fuller,,1,1,10,0.148087,0.153592,0,0.001221,0.001221,26,0.000017,0,0,0,0.005117
Lorez Alexandria,Lorez Alexandria,,1,1,10,0.148396,0.153167,0,0.000256,0.000256,5,0.000017,0,0,0,0.004603
Young-Holt Unlimited,Young-Holt Unlimited,,1,1,10,0.148396,0.153167,0,0.000256,0.000256,5,0.000017,0,0,0,0.004603
Jean DuShon,Jean DuShon,,2,2,10,0.152262,0.15831,2663.417458,0.001646,0.001646,26,0.000028,0,0,0,0.010248
Jean Carne,Jean Carne,,1,1,10,0.147748,0.152137,0,0.000117,0.000117,5,0.000019,0,0,0,0.003354
Pieces of a Dream (band),Pieces of a Dream (band),,1,1,10,0.147748,0.152137,0,0.000117,0.000117,5,0.000019,0,0,0,0.003354
The Dramatics,The Dramatics,,1,1,10,0.147748,0.152137,0,0.000117,0.000117,5,0.000019,0,0,0,0.003354
100 Proof (Aged In Soul),100 Proof (Aged In Soul),,1,1,11,0.134782,0.137912,0,0.000034,0.000034,5,0.000021,0,0,0,0.001722
Raydio,Raydio,,1,1,10,0.14738,0.151756,0,0.000144,0.000144,5,0.00002,0,0,0,0.002525
Jerry Knight,Jerry Knight,,1,1,10,0.14738,0.151756,0,0.000144,0.000144,5,0.00002,0,0,0,0.002525
Louie Louie,Louie Louie,,1,1,9,0.149443,0.153344,0,0.000095,0.000095,5,0.00002,0,0,0,0.00327
Rick Braun,Rick Braun,,1,1,9,0.149443,0.153344,0,0.000095,0.000095,5,0.00002,0,0,0,0.00327
Richard Elliot,Richard Elliot,,1,1,9,0.149443,0.153344,0,0.000095,0.000095,5,0.00002,0,0,0,0.00327
Peter White (musician),Peter White (musician),,1,1,9,0.149443,0.153344,0,0.000095,0.000095,5,0.00002,0,0,0,0.00327
Lisa Taylor (R&B singer),Lisa Taylor (R&B singer),,1,1,9,0.149443,0.153344,0,0.000095,0.000095,5,0.00002,0,0,0,0.00327
Brian Bromberg,Brian Bromberg,,2,2,9,0.15945,0.166524,12981.576467,0.009308,0.009308,5,0.000029,0,0,0,0.030225
Bobby Timmons,Bobby Timmons,,2,3,9,0.158742,0.165704,0,0.008139,0.008139,26,0.000024,0,1,1,0.026206
Glenn Lewis,Glenn Lewis,,1,1,9,0.166956,0.172518,0,0.000918,0.000918,26,0.000018,0,0,0,0.011137
Esperanza Spalding,Esperanza Spalding,,1,1,9,0.166956,0.172518,0,0.000918,0.000918,26,0.000018,0,0,0,0.011137
Clarke/Duke Project,Clarke/Duke Project,,1,1,9,0.166956,0.172518,0,0.000918,0.000918,26,0.000018,0,0,0,0.011137
Ruslan Sirota,Ruslan Sirota,,1,1,9,0.166956,0.172518,0,0.000918,0.000918,26,0.000018,0,0,0,0.011137
Jann Arden,Jann Arden,,1,1,9,0.156357,0.16144,0,0.000305,0.000305,5,0.000019,0,0,0,0.005269
Mads Tolling,Mads Tolling,,1,1,9,0.166956,0.172518,0,0.000918,0.000918,26,0.000018,0,0,0,0.011137
Dapp Theory,Dapp Theory,,1,1,9,0.161188,0.165613,0,0.000246,0.000246,26,0.000018,0,0,0,0.00445
Angela Bofill,Angela Bofill,,1,1,9,0.163698,0.169465,0,0.000812,0.000812,5,0.000017,0,0,0,0.010221
El Debarge,El Debarge,,1,1,9,0.163698,0.169465,0,0.000812,0.000812,5,0.000017,0,0,0,0.010221
Mooney Suzuki,Mooney Suzuki,,1,1,10,0.148262,0.151945,0,0.0001,0.0001,5,0.000021,0,0,0,0.002152
Toshinobu Kubota,Toshinobu Kubota,,1,2,10,0.148262,0.151945,0,0.0001,0.0001,5,0.000021,0,0,0,0.002152
Billy Stewart,Billy Stewart,,1,1,10,0.153634,0.158603,0,0.00031,0.00031,5,0.000016,0,0,0,0.005178
Scarlett Santana,Scarlett Santana,,1,1,9,0.151302,0.155883,0,0.000181,0.000181,5,0.000019,0,0,0,0.003996
David Cole (producer),David Cole (producer),,1,1,9,0.151302,0.155883,0,0.000181,0.000181,5,0.000019,0,0,0,0.003996
Anita Hegerland,Anita Hegerland,,1,1,10,0.14026,0.143827,0,0.000033,0.000033,15,0.000026,0,0,0,0.002048
Ivar Simastuen,Ivar Simastuen,,1,1,10,0.14026,0.143827,0,0.000033,0.000033,15,0.000026,0,0,0,0.002048
Gluntan,Gluntan,,1,1,10,0.14026,0.143827,0,0.000033,0.000033,15,0.000026,0,0,0,0.002048
Lemar,Lemar,,1,1,10,0.14026,0.143827,0,0.000033,0.000033,15,0.000026,0,0,0,0.002048
Teddy Nelson,Teddy Nelson,,1,1,10,0.14026,0.143827,0,0.000033,0.000033,15,0.000026,0,0,0,0.002048
Eivind Løberg,Eivind Løberg,,1,1,10,0.14026,0.143827,0,0.000033,0.000033,15,0.000026,0,0,0,0.002048
Gary Taylor (singer/songwriter),Gary Taylor (singer/songwriter),,1,1,10,0.156533,0.161999,0,0.000314,0.000314,5,0.000018,0,0,0,0.006993
Kenya Hathaway,Kenya Hathaway,,1,1,10,0.156533,0.161999,0,0.000314,0.000314,5,0.000018,0,0,0,0.006993
DAE ONE,DAE ONE,,1,1,10,0.158447,0.164294,0,0.000301,0.000301,5,0.000019,0,0,0,0.008148
Problem (rapper),Problem (rapper),,1,2,10,0.158447,0.164294,0,0.000301,0.000301,5,0.000019,0,0,0,0.008148
Chilly Chill,Chilly Chill,,1,1,10,0.158447,0.164294,0,0.000301,0.000301,5,0.000019,0,0,0,0.008148
Devi Dev,Devi Dev,,1,1,10,0.158447,0.164294,0,0.000301,0.000301,5,0.000019,0,0,0,0.008148
Overdoz,Overdoz,,1,1,10,0.158447,0.164294,0,0.000301,0.000301,5,0.000019,0,0,0,0.008148
Ab-Soul,Ab-Soul,,1,1,10,0.158447,0.164294,0,0.000301,0.000301,5,0.000019,0,0,0,0.008148
Biréli Lagrène,Biréli Lagrène,,2,3,9,0.173796,0.18013,1295.403417,0.002552,0.002552,26,0.000029,0,0,0,0.023059
Hiram Bullock,Hiram Bullock,,1,1,9,0.167957,0.173737,0,0.00216,0.00216,26,0.000017,0,0,0,0.016845
Alex Foster (musician),Alex Foster (musician),,2,2,8,0.171975,0.17855,0,0.005573,0.005573,26,0.000025,0,1,1,0.034414
Hamilton Bohannon,Hamilton Bohannon,,1,1,10,0.152685,0.157535,0,0.000219,0.000219,5,0.000019,0,0,0,0.003418
Madura (rock band),Madura (rock band),,1,1,10,0.152607,0.157327,0,0.000236,0.000236,5,0.000019,0,0,0,0.003389
Before Dark,Before Dark,,1,1,10,0.153103,0.158028,0,0.00023,0.00023,5,0.000019,0,0,0,0.003578
Exposé (group),Exposé (group),,1,1,9,0.157356,0.162576,0,0.000409,0.000409,18,0.000019,0,0,0,0.005613
Gladys Knight & The Pips,Gladys Knight & The Pips,,1,1,10,0.154091,0.158977,0,0.000282,0.000282,5,0.000019,0,0,0,0.003477
VS (band),VS (band),,1,1,10,0.143227,0.146709,0,0.000029,0.000029,5,0.00002,0,0,0,0.001793
Busted (band),Busted (band),,1,1,9,0.158538,0.163555,0,0.000224,0.000224,5,0.000018,0,0,0,0.007314
James Morrison (singer),James Morrison (singer),,1,1,9,0.158538,0.163555,0,0.000224,0.000224,5,0.000018,0,0,0,0.007314
5 Seconds of Summer,5 Seconds of Summer,,2,2,9,0.163786,0.169504,2463.69471,0.0003,0.0003,25,0.00003,0,0,0,0.011608
Mcbusted,Mcbusted,,1,1,9,0.158538,0.163555,0,0.000224,0.000224,5,0.000018,0,0,0,0.007314
León Gieco,León Gieco,,1,1,10,0.140386,0.143653,0,0.000025,0.000025,5,0.000022,0,0,0,0.001461
Texas Storm,Texas Storm,,1,1,9,0.156377,0.159963,0,0.000076,0.000076,18,0.000019,0,0,0,0.003
Jimmy Vaughan,Jimmy Vaughan,,2,2,9,0.156381,0.160006,0,0.000132,0.000132,18,0.000032,0,1,1,0.005347
The Penthouse 5,The Penthouse 5,,1,1,9,0.149442,0.152834,0,0.000055,0.000055,18,0.000021,0,0,0,0.002347
Kenny and the Kasuals,Kenny and the Kasuals,,1,1,9,0.149442,0.152834,0,0.000055,0.000055,18,0.000021,0,0,0,0.002347
Felix da Housecat,Felix da Housecat,,1,1,10,0.149697,0.153915,0,0.000057,0.000057,25,0.000022,0,0,0,0.003975
Felix Da Housecat,Felix Da Housecat,,1,1,10,0.149697,0.153915,0,0.000057,0.000057,25,0.000022,0,0,0,0.003975
Tomcraft,Tomcraft,,1,1,10,0.149697,0.153915,0,0.000057,0.000057,25,0.000022,0,0,0,0.003975
Miss Kittin,Miss Kittin,,1,1,10,0.149697,0.153915,0,0.000057,0.000057,25,0.000022,0,0,0,0.003975
Binge & Purge,Binge & Purge,,1,1,10,0.149697,0.153915,0,0.000057,0.000057,25,0.000022,0,0,0,0.003975
DJ Hell,DJ Hell,,1,1,10,0.149697,0.153915,0,0.000057,0.000057,25,0.000022,0,0,0,0.003975
John Acquaviva,John Acquaviva,,1,1,10,0.149697,0.153915,0,0.000057,0.000057,25,0.000022,0,0,0,0.003975
Maddox,Maddox,,1,1,10,0.149697,0.153915,0,0.000057,0.000057,25,0.000022,0,0,0,0.003975
The Aston Shuffle,The Aston Shuffle,,1,1,10,0.149697,0.153915,0,0.000057,0.000057,25,0.000022,0,0,0,0.003975
Leona Naess,Leona Naess,,1,1,10,0.146943,0.150184,0,0.000036,0.000036,12,0.000026,0,0,0,0.001708
Ann Magnuson,Ann Magnuson,,1,1,10,0.146943,0.150184,0,0.000036,0.000036,12,0.000026,0,0,0,0.001708
Born Ruffians,Born Ruffians,,1,1,10,0.148414,0.151924,0,0.00004,0.00004,12,0.000023,0,0,0,0.004007
Panda Bear (musician),Panda Bear (musician),,2,2,9,0.150951,0.154969,4680.956335,0.000044,0.000044,12,0.000032,0,0,0,0.005918
Holy Shit (band),Holy Shit (band),,1,1,10,0.148414,0.151924,0,0.00004,0.00004,12,0.000023,0,0,0,0.004007
Owen Pallet,Owen Pallet,,1,1,10,0.148414,0.151924,0,0.00004,0.00004,12,0.000023,0,0,0,0.004007
Boon,Boon,,1,1,10,0.148414,0.151924,0,0.00004,0.00004,12,0.000023,0,0,0,0.004007
Dawn of Midi,Dawn of Midi,,1,1,10,0.148414,0.151924,0,0.00004,0.00004,12,0.000023,0,0,0,0.004007
Animal Collective,Animal Collective,,1,1,10,0.148414,0.151924,0,0.00004,0.00004,12,0.000023,0,0,0,0.004007
DJ Rashad,DJ Rashad,,1,1,10,0.148414,0.151924,0,0.00004,0.00004,12,0.000023,0,0,0,0.004007
Eric Copeland,Eric Copeland,,1,1,10,0.148414,0.151924,0,0.00004,0.00004,12,0.000023,0,0,0,0.004007
Beach House,Beach House,,1,1,10,0.14867,0.152155,0,0.000049,0.000049,12,0.00002,0,0,0,0.00274
The Boggs,The Boggs,,1,1,10,0.146943,0.150184,0,0.000036,0.000036,12,0.000026,0,0,0,0.001708
Andy Stott,Andy Stott,,1,1,10,0.146943,0.150184,0,0.000036,0.000036,12,0.000026,0,0,0,0.001708
Glasvegas,Glasvegas,,1,1,9,0.164236,0.169344,0,0.000197,0.000197,12,0.000018,0,0,0,0.008469
Frank Turner,Frank Turner,,1,1,9,0.164236,0.169344,0,0.000197,0.000197,12,0.000018,0,0,0,0.008469
Iran (band),Iran (band),,1,1,10,0.146945,0.150197,0,0.000036,0.000036,12,0.000026,0,0,0,0.00186
Andrew Hollander,Andrew Hollander,,1,1,10,0.154118,0.157996,0,0.000102,0.000102,12,0.000022,0,0,0,0.003348
.fun,.fun,,1,1,9,0.164452,0.169346,0,0.00021,0.00021,14,0.000018,0,0,0,0.005243
S Club 7,S Club 7,,1,1,10,0.160413,0.164816,0,0.000127,0.000127,5,0.000021,0,0,0,0.00527
Louise Setara,Louise Setara,,1,1,10,0.160413,0.164816,0,0.000127,0.000127,5,0.000021,0,0,0,0.00527
Emma Bunton,Emma Bunton,,1,1,10,0.160413,0.164816,0,0.000127,0.000127,5,0.000021,0,0,0,0.00527
RyanDan,RyanDan,,1,1,10,0.160413,0.164816,0,0.000127,0.000127,5,0.000021,0,0,0,0.00527
Alex Parks,Alex Parks,,1,1,10,0.160413,0.164816,0,0.000127,0.000127,5,0.000021,0,0,0,0.00527
Connie Talbot,Connie Talbot,,1,1,10,0.160413,0.164816,0,0.000127,0.000127,5,0.000021,0,0,0,0.00527
Bad Lieutenant (band),Bad Lieutenant (band),,2,4,10,0.157015,0.161365,103.741845,0.000096,0.000096,14,0.000033,0,0,0,0.007143
Carlos Jean,Carlos Jean,,1,1,10,0.157003,0.161279,0,0.000081,0.000081,14,0.00002,0,0,0,0.004651
Bernard Sumner,Bernard Sumner,,1,1,10,0.157003,0.161279,0,0.000081,0.000081,14,0.00002,0,0,0,0.004651
Bros,Bros,,1,1,10,0.153408,0.157148,0,0.000053,0.000053,14,0.000024,0,0,0,0.002045
Black Box Recorder,Black Box Recorder,,1,1,9,0.155093,0.159074,0,0.000068,0.000068,5,0.000023,0,0,0,0.002765
Soft Cell,Soft Cell,,1,1,9,0.155093,0.159074,0,0.000068,0.000068,5,0.000023,0,0,0,0.002765
Dino Merlin,Dino Merlin,,1,1,9,0.158942,0.16314,0,0.000081,0.000081,14,0.000019,0,0,0,0.00446
Dandy Warhols,Dandy Warhols,,1,1,9,0.158942,0.16314,0,0.000081,0.000081,14,0.000019,0,0,0,0.00446
Jem (singer),Jem (singer),,1,1,9,0.158942,0.16314,0,0.000081,0.000081,14,0.000019,0,0,0,0.00446
Sugababes,Sugababes,,1,1,9,0.158942,0.16314,0,0.000081,0.000081,14,0.000019,0,0,0,0.00446
Fat Man Waving,Fat Man Waving,,1,1,9,0.161256,0.165547,0,0.000119,0.000119,4,0.000022,0,0,0,0.004848
Hector Zazou,Hector Zazou,,1,1,9,0.161256,0.165547,0,0.000119,0.000119,4,0.000022,0,0,0,0.004848
Holly Cole,Holly Cole,,1,1,9,0.161256,0.165547,0,0.000119,0.000119,4,0.000022,0,0,0,0.004848
Hukwe Zawose,Hukwe Zawose,,1,1,10,0.155776,0.160138,0,0.000114,0.000114,15,0.00002,0,0,0,0.004651
Donal Lunny,Donal Lunny,,1,1,10,0.157154,0.161713,0,0.000122,0.000122,15,0.000022,0,0,0,0.006029
Carter Burwell,Carter Burwell,,1,1,10,0.157154,0.161713,0,0.000122,0.000122,15,0.000022,0,0,0,0.006029
Cora Venus Lunny,Cora Venus Lunny,,1,2,10,0.157154,0.161713,0,0.000122,0.000122,15,0.000022,0,0,0,0.006029
Clodagh Simonds,Clodagh Simonds,,2,2,9,0.165834,0.171449,0,0.000277,0.000277,15,0.000033,0,1,1,0.015624
Bernd Friedmann,Bernd Friedmann,,1,1,10,0.156555,0.160877,0,0.000085,0.000085,7,0.00002,0,0,0,0.004313
Phantomband,Phantomband,,1,1,10,0.156555,0.160877,0,0.000085,0.000085,7,0.00002,0,0,0,0.004313
Philip Jeck,Philip Jeck,,1,1,10,0.156555,0.160877,0,0.000085,0.000085,7,0.00002,0,0,0,0.004313
Manfred Schoof,Manfred Schoof,,1,1,10,0.156555,0.160877,0,0.000085,0.000085,7,0.00002,0,0,0,0.004313
I Wish You Would (album),I Wish You Would (album),,1,1,9,0.165599,0.171456,0,0.000271,0.000271,10,0.000017,0,0,0,0.011291
Darkroom (electronic music project),Darkroom (electronic music project),,2,2,10,0.160328,0.165239,0,0.000202,0.000202,15,0.00003,0,1,1,0.010773
Henry Fool (band),Henry Fool (band),,2,2,10,0.160328,0.165239,0,0.000202,0.000202,15,0.00003,0,1,1,0.010773
Damo Suzuki,Damo Suzuki,,1,1,10,0.158759,0.163125,0,0.000099,0.000099,14,0.000018,0,0,0,0.004455
Beady Eye,Beady Eye,,3,4,9,0.173261,0.179462,1466.911259,0.000414,0.000414,14,0.000041,0,0.333333,1,0.021903
Hoelderlin,Hoelderlin,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Neu!,Neu!,,1,2,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Kluster,Kluster,,2,4,9,0.163839,0.168857,0,0.000235,0.000235,4,0.000034,0,1,1,0.014668
Deutsch Amerikanische Freundschaft,Deutsch Amerikanische Freundschaft,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Kraan,Kraan,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Jane (German band),Jane (German band),,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Holger Czukay,Holger Czukay,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Harmonia (band),Harmonia (band),,2,3,9,0.163839,0.168857,0,0.000235,0.000235,4,0.000034,0,1,1,0.014668
Guru Guru,Guru Guru,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Dieter Moebius,Dieter Moebius,,2,2,9,0.163839,0.168857,0,0.000235,0.000235,4,0.000034,0,1,1,0.014668
Gianna Nannini,Gianna Nannini,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Liliental (album),Liliental (album),,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Os Mundi,Os Mundi,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Ultravox (band),Ultravox (band),,2,2,9,0.164699,0.170002,3686.260236,0.000163,0.000163,7,0.000032,0,0,0,0.012503
Play Dead (band),Play Dead (band),,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
The Meteors (Dutch band),The Meteors (Dutch band),,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Hunters & Collectors,Hunters & Collectors,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Mayo Thompson,Mayo Thompson,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Mani Neumeier,Mani Neumeier,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Hans-Joachim Roedelius,Hans-Joachim Roedelius,,2,2,9,0.163839,0.168857,0,0.000235,0.000235,4,0.000034,0,1,1,0.014668
Night Sun,Night Sun,,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Moebius & Plank,Moebius & Plank,,2,3,9,0.163839,0.168857,0,0.000235,0.000235,4,0.000034,0,1,1,0.014668
Organisation (band),Organisation (band),,1,1,9,0.163833,0.168805,0,0.000152,0.000152,4,0.000021,0,0,0,0.009915
Michael Rother,Michael Rother,,1,1,10,0.155406,0.159576,0,0.000083,0.000083,4,0.000021,0,0,0,0.004753
Qluster,Qluster,,1,1,10,0.155406,0.159576,0,0.000083,0.000083,4,0.000021,0,0,0,0.004753
Janice Pendarvis,Janice Pendarvis,,1,1,9,0.174192,0.179198,0,0.000392,0.000392,4,0.000019,0,0,0,0.009857
Ken Butler,Ken Butler,,1,1,9,0.174192,0.179198,0,0.000392,0.000392,4,0.000019,0,0,0,0.009857
Erik Friedlander,Erik Friedlander,,1,1,9,0.174192,0.179198,0,0.000392,0.000392,4,0.000019,0,0,0,0.009857
Anne DeMarinis,Anne DeMarinis,,2,2,9,0.174518,0.179681,29344.218445,0.000401,0.000401,4,0.000035,0,0,0,0.011937
Jimi Tunnell,Jimi Tunnell,,1,1,9,0.174192,0.179198,0,0.000392,0.000392,4,0.000019,0,0,0,0.009857
Chance the Rapper,Chance the Rapper,,2,2,9,0.17489,0.180507,2273.254997,0.000397,0.000397,4,0.000031,0,0,0,0.013904
Brett Anderson,Brett Anderson,,1,1,9,0.156816,0.161137,0,0.000097,0.000097,4,0.000019,0,0,0,0.004476
Namgyal Lhamo,Namgyal Lhamo,,1,1,9,0.166103,0.170993,0,0.000177,0.000177,7,0.000018,0,0,0,0.00706
Aquarello,Aquarello,,1,1,10,0.155406,0.159576,0,0.000083,0.000083,4,0.000021,0,0,0,0.004753
B-Movie (band),B-Movie (band),,1,1,9,0.161201,0.165874,0,0.00039,0.00039,3,0.000019,0,0,0,0.008398
Bauhaus (band),Bauhaus (band),,1,1,9,0.161201,0.165874,0,0.00039,0.00039,3,0.000019,0,0,0,0.008398
Dalis Car,Dalis Car,,1,1,9,0.161201,0.165874,0,0.00039,0.00039,3,0.000019,0,0,0,0.008398
UK Decay,UK Decay,,1,1,10,0.151045,0.155233,0,0.000108,0.000108,12,0.000019,0,0,0,0.004153
Peter DiStefano,Peter DiStefano,,3,3,9,0.169627,0.17571,1169.430662,0.000822,0.000822,3,0.000036,0,0,0,0.022814
Diddy Dirty-Money,Diddy Dirty-Money,,1,1,10,0.158149,0.162288,0,0.000109,0.000109,7,0.000021,0,0,0,0.004661
Joshua Homme,Joshua Homme,,1,1,10,0.158149,0.162288,0,0.000109,0.000109,7,0.000021,0,0,0,0.004661
Mongrel (British band),Mongrel (British band),,1,1,10,0.158149,0.162288,0,0.000109,0.000109,7,0.000021,0,0,0,0.004661
Diddy – Dirty Money,Diddy – Dirty Money,,1,1,10,0.158149,0.162288,0,0.000109,0.000109,7,0.000021,0,0,0,0.004661
Dirk Ivens,Dirk Ivens,,1,1,9,0.158347,0.162544,0,0.000114,0.000114,7,0.000019,0,0,0,0.004321
Absolute Body Control,Absolute Body Control,,1,1,9,0.158347,0.162544,0,0.000114,0.000114,7,0.000019,0,0,0,0.004321
Enemy (band),Enemy (band),,3,3,9,0.164868,0.170427,0,0.001033,0.001033,3,0.000034,0,1,3,0.031786
Leaving Trains,Leaving Trains,,1,1,9,0.16081,0.165207,0,0.000143,0.000143,7,0.000019,0,0,0,0.005083
Sylvia Juncosa,Sylvia Juncosa,,1,1,9,0.16081,0.165207,0,0.000143,0.000143,7,0.000019,0,0,0,0.005083
Gene Tyranny,Gene Tyranny,,1,1,10,0.156481,0.160273,0,0.00008,0.00008,7,0.000021,0,0,0,0.002876
Phil %22Philthy Animal%22 Taylor,Phil %22Philthy Animal%22 Taylor,,1,1,9,0.170177,0.175347,0,0.0004,0.0004,7,0.000017,0,0,0,0.009785
Simone Butler,Simone Butler,,1,1,10,0.156706,0.160546,0,0.000082,0.000082,7,0.000021,0,0,0,0.002973
Scarlett Johansson,Scarlett Johansson,,1,1,9,0.160456,0.16474,0,0.000105,0.000105,13,0.000021,0,0,0,0.004756
The Olms,The Olms,,1,1,9,0.160456,0.16474,0,0.000105,0.000105,13,0.000021,0,0,0,0.004756
Big Star,Big Star,,1,1,9,0.160456,0.16474,0,0.000105,0.000105,13,0.000021,0,0,0,0.004756
Minibar,Minibar,,1,1,9,0.160456,0.16474,0,0.000105,0.000105,13,0.000021,0,0,0,0.004756
J. D. King (musician),J. D. King (musician),,1,1,9,0.160456,0.16474,0,0.000105,0.000105,13,0.000021,0,0,0,0.004756
Mumps (rock band),Mumps (rock band),,1,1,10,0.156479,0.160261,0,0.000074,0.000074,7,0.000024,0,0,0,0.002587
The Iguanas (Michigan band),The Iguanas (Michigan band),,1,1,10,0.156709,0.160559,0,0.000087,0.000087,7,0.00002,0,0,0,0.003238
Elliott Murphy,Elliott Murphy,,1,1,10,0.157021,0.16089,0,0.000076,0.000076,7,0.00002,0,0,0,0.003022
Dig (band),Dig (band),,3,3,9,0.17044,0.176332,2571.583549,0.000392,0.000392,7,0.000039,0,0,0,0.018847
Dave Jerden,Dave Jerden,,1,1,10,0.158139,0.162096,0,0.000081,0.000081,7,0.000019,0,0,0,0.003318
Beachwood Sparks,Beachwood Sparks,,4,4,9,0.170917,0.176326,24957.229865,0.000253,0.000253,0,0.000055,0,0.166667,1,0.015993
The Strumbellas,The Strumbellas,,1,1,10,0.15804,0.161915,0,0.000081,0.000081,7,0.00002,0,0,0,0.003237
Gob (band),Gob (band),,2,3,10,0.15852,0.162608,52824.636859,0.000082,0.000082,23,0.000038,0,0,0,0.005566
Garage (band),Garage (band),,1,1,10,0.158087,0.162194,0,0.000094,0.000094,4,0.000019,0,0,0,0.003855
Ashes (band),Ashes (band),,1,1,9,0.170899,0.176502,0,0.00072,0.00072,9,0.000018,0,0,0,0.012209
The Need,The Need,,3,3,9,0.163433,0.168833,29250.009875,0.000155,0.000155,11,0.000043,0,0.333333,1,0.015779
